position,driver_number,date,session_key,meeting_key
1,1,2023-02-23T06:54:49.318000,9222,1140
2,2,2023-02-23T06:54:49.318000,9222,1140
3,4,2023-02-23T06:54:49.318000,9222,1140
4,10,2023-02-23T06:54:49.318000,9222,1140
5,14,2023-02-23T06:54:49.318000,9222,1140
6,16,2023-02-23T06:54:49.318000,9222,1140
7,20,2023-02-23T06:54:49.318000,9222,1140
8,21,2023-02-23T06:54:49.318000,9222,1140
9,22,2023-02-23T06:54:49.318000,9222,1140
10,23,2023-02-23T06:54:49.318000,9222,1140
11,24,2023-02-23T06:54:49.318000,9222,1140
12,27,2023-02-23T06:54:49.318000,9222,1140
13,31,2023-02-23T06:54:49.318000,9222,1140
14,34,2023-02-23T06:54:49.318000,9222,1140
15,44,2023-02-23T06:54:49.318000,9222,1140
16,55,2023-02-23T06:54:49.318000,9222,1140
17,63,2023-02-23T06:54:49.318000,9222,1140
18,77,2023-02-23T06:54:49.318000,9222,1140
19,81,2023-02-23T06:54:49.318000,9222,1140
2,1,2023-02-23T07:00:03.737000,9222,1140
3,2,2023-02-23T07:00:03.737000,9222,1140
4,4,2023-02-23T07:00:03.737000,9222,1140
5,10,2023-02-23T07:00:03.737000,9222,1140
6,14,2023-02-23T07:00:03.737000,9222,1140
7,16,2023-02-23T07:00:03.737000,9222,1140
8,20,2023-02-23T07:00:03.737000,9222,1140
9,21,2023-02-23T07:00:03.737000,9222,1140
10,22,2023-02-23T07:00:03.737000,9222,1140
11,23,2023-02-23T07:00:03.737000,9222,1140
12,24,2023-02-23T07:00:03.737000,9222,1140
13,27,2023-02-23T07:00:03.737000,9222,1140
14,31,2023-02-23T07:00:03.737000,9222,1140
15,34,2023-02-23T07:00:03.737000,9222,1140
16,44,2023-02-23T07:00:03.737000,9222,1140
17,55,2023-02-23T07:00:03.737000,9222,1140
1,63,2023-02-23T07:00:03.737000,9222,1140
3,1,2023-02-23T07:00:05.955000,9222,1140
4,2,2023-02-23T07:00:05.955000,9222,1140
5,4,2023-02-23T07:00:05.955000,9222,1140
6,10,2023-02-23T07:00:05.955000,9222,1140
7,14,2023-02-23T07:00:05.955000,9222,1140
8,16,2023-02-23T07:00:05.955000,9222,1140
9,20,2023-02-23T07:00:05.955000,9222,1140
10,21,2023-02-23T07:00:05.955000,9222,1140
11,22,2023-02-23T07:00:05.955000,9222,1140
12,23,2023-02-23T07:00:05.955000,9222,1140
2,24,2023-02-23T07:00:05.955000,9222,1140
4,1,2023-02-23T07:00:08.471000,9222,1140
5,2,2023-02-23T07:00:08.471000,9222,1140
6,4,2023-02-23T07:00:08.471000,9222,1140
7,10,2023-02-23T07:00:08.471000,9222,1140
8,14,2023-02-23T07:00:08.471000,9222,1140
9,16,2023-02-23T07:00:08.471000,9222,1140
10,20,2023-02-23T07:00:08.471000,9222,1140
11,21,2023-02-23T07:00:08.471000,9222,1140
12,22,2023-02-23T07:00:08.471000,9222,1140
3,23,2023-02-23T07:00:08.471000,9222,1140
5,1,2023-02-23T07:00:08.830000,9222,1140
6,2,2023-02-23T07:00:08.830000,9222,1140
7,4,2023-02-23T07:00:08.830000,9222,1140
8,10,2023-02-23T07:00:08.830000,9222,1140
9,14,2023-02-23T07:00:08.830000,9222,1140
10,16,2023-02-23T07:00:08.830000,9222,1140
11,20,2023-02-23T07:00:08.830000,9222,1140
12,21,2023-02-23T07:00:08.830000,9222,1140
13,22,2023-02-23T07:00:08.830000,9222,1140
14,27,2023-02-23T07:00:08.830000,9222,1140
15,31,2023-02-23T07:00:08.830000,9222,1140
16,34,2023-02-23T07:00:08.830000,9222,1140
17,44,2023-02-23T07:00:08.830000,9222,1140
4,55,2023-02-23T07:00:08.830000,9222,1140
6,1,2023-02-23T07:00:11.815000,9222,1140
7,2,2023-02-23T07:00:11.815000,9222,1140
8,4,2023-02-23T07:00:11.815000,9222,1140
9,10,2023-02-23T07:00:11.815000,9222,1140
10,14,2023-02-23T07:00:11.815000,9222,1140
11,16,2023-02-23T07:00:11.815000,9222,1140
12,20,2023-02-23T07:00:11.815000,9222,1140
13,21,2023-02-23T07:00:11.815000,9222,1140
5,22,2023-02-23T07:00:11.815000,9222,1140
8,2,2023-02-23T07:00:50.877000,9222,1140
9,4,2023-02-23T07:00:50.877000,9222,1140
10,10,2023-02-23T07:00:50.877000,9222,1140
11,14,2023-02-23T07:00:50.877000,9222,1140
12,16,2023-02-23T07:00:50.877000,9222,1140
13,20,2023-02-23T07:00:50.877000,9222,1140
14,21,2023-02-23T07:00:50.877000,9222,1140
7,27,2023-02-23T07:00:50.877000,9222,1140
9,2,2023-02-23T07:01:04.533000,9222,1140
10,4,2023-02-23T07:01:04.533000,9222,1140
8,10,2023-02-23T07:01:04.533000,9222,1140
4,23,2023-02-23T07:03:39.453000,9222,1140
3,24,2023-02-23T07:03:39.453000,9222,1140
1,55,2023-02-23T07:03:39.453000,9222,1140
2,63,2023-02-23T07:03:39.453000,9222,1140
3,22,2023-02-23T07:04:04.203000,9222,1140
5,23,2023-02-23T07:04:04.203000,9222,1140
4,24,2023-02-23T07:04:04.203000,9222,1140
1,1,2023-02-23T07:04:07.140000,9222,1140
4,22,2023-02-23T07:04:07.140000,9222,1140
6,23,2023-02-23T07:04:07.140000,9222,1140
5,24,2023-02-23T07:04:07.140000,9222,1140
2,55,2023-02-23T07:04:07.140000,9222,1140
3,63,2023-02-23T07:04:07.140000,9222,1140
10,2,2023-02-23T07:04:09.374000,9222,1140
11,4,2023-02-23T07:04:09.374000,9222,1140
12,14,2023-02-23T07:04:09.374000,9222,1140
13,16,2023-02-23T07:04:09.374000,9222,1140
14,20,2023-02-23T07:04:09.374000,9222,1140
15,21,2023-02-23T07:04:09.374000,9222,1140
16,31,2023-02-23T07:04:09.374000,9222,1140
17,34,2023-02-23T07:04:09.374000,9222,1140
18,44,2023-02-23T07:04:09.374000,9222,1140
19,77,2023-02-23T07:04:09.374000,9222,1140
9,81,2023-02-23T07:04:09.374000,9222,1140
3,55,2023-02-23T07:05:11.921000,9222,1140
2,63,2023-02-23T07:05:11.921000,9222,1140
2,55,2023-02-23T07:05:18.374000,9222,1140
3,63,2023-02-23T07:05:18.374000,9222,1140
3,55,2023-02-23T07:06:50.607000,9222,1140
2,63,2023-02-23T07:06:50.607000,9222,1140
11,2,2023-02-23T07:07:27.263000,9222,1140
12,4,2023-02-23T07:07:27.263000,9222,1140
13,14,2023-02-23T07:07:27.263000,9222,1140
14,16,2023-02-23T07:07:27.263000,9222,1140
15,20,2023-02-23T07:07:27.263000,9222,1140
16,21,2023-02-23T07:07:27.263000,9222,1140
17,31,2023-02-23T07:07:27.263000,9222,1140
10,34,2023-02-23T07:07:27.263000,9222,1140
2,1,2023-02-23T07:33:54.338000,9222,1140
5,22,2023-02-23T07:33:54.338000,9222,1140
7,23,2023-02-23T07:33:54.338000,9222,1140
6,24,2023-02-23T07:33:54.338000,9222,1140
1,27,2023-02-23T07:33:54.338000,9222,1140
4,55,2023-02-23T07:33:54.338000,9222,1140
3,63,2023-02-23T07:33:54.338000,9222,1140
1,1,2023-02-23T07:34:01.760000,9222,1140
2,27,2023-02-23T07:34:01.760000,9222,1140
2,10,2023-02-23T07:34:47.634000,9222,1140
6,22,2023-02-23T07:34:47.634000,9222,1140
8,23,2023-02-23T07:34:47.634000,9222,1140
7,24,2023-02-23T07:34:47.634000,9222,1140
3,27,2023-02-23T07:34:47.634000,9222,1140
5,55,2023-02-23T07:34:47.634000,9222,1140
4,63,2023-02-23T07:34:47.634000,9222,1140
7,22,2023-02-23T07:54:56.339000,9222,1140
3,24,2023-02-23T07:54:56.339000,9222,1140
4,27,2023-02-23T07:54:56.339000,9222,1140
6,55,2023-02-23T07:54:56.339000,9222,1140
5,63,2023-02-23T07:54:56.339000,9222,1140
2,1,2023-02-23T07:56:21.197000,9222,1140
3,10,2023-02-23T07:56:21.197000,9222,1140
4,24,2023-02-23T07:56:21.197000,9222,1140
5,27,2023-02-23T07:56:21.197000,9222,1140
1,55,2023-02-23T07:56:21.197000,9222,1140
6,63,2023-02-23T07:56:21.197000,9222,1140
6,27,2023-02-23T08:05:37.613000,9222,1140
5,63,2023-02-23T08:05:37.613000,9222,1140
3,1,2023-02-23T08:09:15.704000,9222,1140
4,10,2023-02-23T08:09:15.704000,9222,1140
5,24,2023-02-23T08:09:15.704000,9222,1140
2,27,2023-02-23T08:09:15.704000,9222,1140
6,63,2023-02-23T08:09:15.704000,9222,1140
5,10,2023-02-23T08:14:24.466000,9222,1140
4,24,2023-02-23T08:14:24.466000,9222,1140
4,1,2023-02-23T08:16:49.886000,9222,1140
6,10,2023-02-23T08:16:49.886000,9222,1140
8,22,2023-02-23T08:16:49.886000,9222,1140
1,23,2023-02-23T08:16:49.886000,9222,1140
5,24,2023-02-23T08:16:49.886000,9222,1140
3,27,2023-02-23T08:16:49.886000,9222,1140
2,55,2023-02-23T08:16:49.886000,9222,1140
7,63,2023-02-23T08:16:49.886000,9222,1140
5,1,2023-02-23T08:18:14.088000,9222,1140
4,10,2023-02-23T08:18:14.088000,9222,1140
6,24,2023-02-23T08:18:14.088000,9222,1140
1,1,2023-02-23T08:28:09.159000,9222,1140
5,10,2023-02-23T08:28:09.159000,9222,1140
2,23,2023-02-23T08:28:09.159000,9222,1140
4,27,2023-02-23T08:28:09.159000,9222,1140
3,55,2023-02-23T08:28:09.159000,9222,1140
2,1,2023-02-23T08:32:05.016000,9222,1140
3,23,2023-02-23T08:32:05.016000,9222,1140
1,55,2023-02-23T08:32:05.016000,9222,1140
6,10,2023-02-23T08:32:48.687000,9222,1140
4,24,2023-02-23T08:32:48.687000,9222,1140
5,27,2023-02-23T08:32:48.687000,9222,1140
9,22,2023-02-23T08:43:41.180000,9222,1140
8,81,2023-02-23T08:43:41.180000,9222,1140
8,22,2023-02-23T08:49:29.520000,9222,1140
9,81,2023-02-23T08:49:29.520000,9222,1140
9,22,2023-02-23T09:06:20.305000,9222,1140
8,63,2023-02-23T09:06:20.305000,9222,1140
7,81,2023-02-23T09:06:20.305000,9222,1140
10,22,2023-02-23T09:06:50.601000,9222,1140
9,34,2023-02-23T09:06:50.601000,9222,1140
7,10,2023-02-23T09:06:56.726000,9222,1140
6,27,2023-02-23T09:06:56.726000,9222,1140
5,63,2023-02-23T09:06:56.726000,9222,1140
8,81,2023-02-23T09:06:56.726000,9222,1140
9,22,2023-02-23T09:07:53.679000,9222,1140
10,34,2023-02-23T09:07:53.679000,9222,1140
8,22,2023-02-23T09:19:53.826000,9222,1140
9,81,2023-02-23T09:19:53.826000,9222,1140
9,22,2023-02-23T09:53:21.756000,9222,1140
8,81,2023-02-23T09:53:21.756000,9222,1140
8,10,2023-02-23T09:59:19.190000,9222,1140
7,22,2023-02-23T09:59:19.190000,9222,1140
9,81,2023-02-23T09:59:19.190000,9222,1140
1,1,2023-02-23T10:36:45.195000,9222,1140
2,55,2023-02-23T10:36:45.195000,9222,1140
9,10,2023-02-23T11:07:25.251000,9222,1140
8,22,2023-02-23T11:07:25.251000,9222,1140
7,34,2023-02-23T11:07:25.251000,9222,1140
10,81,2023-02-23T11:07:25.251000,9222,1140
1,1,2023-02-23T12:27:44.867000,9222,1140
11,2,2023-02-23T12:27:44.867000,9222,1140
12,4,2023-02-23T12:27:44.867000,9222,1140
9,10,2023-02-23T12:27:44.867000,9222,1140
13,14,2023-02-23T12:27:44.867000,9222,1140
14,16,2023-02-23T12:27:44.867000,9222,1140
15,20,2023-02-23T12:27:44.867000,9222,1140
16,21,2023-02-23T12:27:44.867000,9222,1140
8,22,2023-02-23T12:27:44.867000,9222,1140
3,23,2023-02-23T12:27:44.867000,9222,1140
4,24,2023-02-23T12:27:44.867000,9222,1140
6,27,2023-02-23T12:27:44.867000,9222,1140
17,31,2023-02-23T12:27:44.867000,9222,1140
7,34,2023-02-23T12:27:44.867000,9222,1140
18,44,2023-02-23T12:27:44.867000,9222,1140
2,55,2023-02-23T12:27:44.867000,9222,1140
5,63,2023-02-23T12:27:44.867000,9222,1140
19,77,2023-02-23T12:27:44.867000,9222,1140
10,81,2023-02-23T12:27:44.867000,9222,1140
12,2,2023-02-23T12:32:02.973000,9222,1140
13,4,2023-02-23T12:32:02.973000,9222,1140
14,14,2023-02-23T12:32:02.973000,9222,1140
15,16,2023-02-23T12:32:02.973000,9222,1140
16,20,2023-02-23T12:32:02.973000,9222,1140
11,21,2023-02-23T12:32:02.973000,9222,1140
13,2,2023-02-23T12:34:59.674000,9222,1140
14,4,2023-02-23T12:34:59.674000,9222,1140
15,14,2023-02-23T12:34:59.674000,9222,1140
12,16,2023-02-23T12:34:59.674000,9222,1140
14,2,2023-02-23T12:36:02.439000,9222,1140
15,4,2023-02-23T12:36:02.439000,9222,1140
16,14,2023-02-23T12:36:02.439000,9222,1140
17,20,2023-02-23T12:36:02.439000,9222,1140
13,31,2023-02-23T12:36:02.439000,9222,1140
16,4,2023-02-23T12:39:27.343000,9222,1140
15,14,2023-02-23T12:39:27.343000,9222,1140
13,16,2023-02-23T12:39:51.796000,9222,1140
12,31,2023-02-23T12:39:51.796000,9222,1140
18,20,2023-02-23T12:40:24.077000,9222,1140
17,44,2023-02-23T12:40:24.077000,9222,1140
15,2,2023-02-23T12:43:26.746000,9222,1140
11,4,2023-02-23T12:43:26.746000,9222,1140
16,14,2023-02-23T12:43:26.746000,9222,1140
14,16,2023-02-23T12:43:26.746000,9222,1140
12,21,2023-02-23T12:43:26.746000,9222,1140
13,31,2023-02-23T12:43:26.746000,9222,1140
16,2,2023-02-23T12:44:28.011000,9222,1140
17,14,2023-02-23T12:44:28.011000,9222,1140
15,16,2023-02-23T12:44:28.011000,9222,1140
13,21,2023-02-23T12:44:28.011000,9222,1140
14,31,2023-02-23T12:44:28.011000,9222,1140
12,44,2023-02-23T12:44:28.011000,9222,1140
19,20,2023-02-23T12:51:24.756000,9222,1140
18,77,2023-02-23T12:51:24.756000,9222,1140
17,2,2023-02-23T12:54:59.145000,9222,1140
18,14,2023-02-23T12:54:59.145000,9222,1140
16,16,2023-02-23T12:54:59.145000,9222,1140
14,21,2023-02-23T12:54:59.145000,9222,1140
15,31,2023-02-23T12:54:59.145000,9222,1140
13,44,2023-02-23T12:54:59.145000,9222,1140
12,77,2023-02-23T12:54:59.145000,9222,1140
18,2,2023-02-23T12:55:10.098000,9222,1140
12,4,2023-02-23T12:55:10.098000,9222,1140
19,14,2023-02-23T12:55:10.098000,9222,1140
17,16,2023-02-23T12:55:10.098000,9222,1140
11,20,2023-02-23T12:55:10.098000,9222,1140
15,21,2023-02-23T12:55:10.098000,9222,1140
16,31,2023-02-23T12:55:10.098000,9222,1140
14,44,2023-02-23T12:55:10.098000,9222,1140
13,77,2023-02-23T12:55:10.098000,9222,1140
14,21,2023-02-23T12:58:44.470000,9222,1140
15,44,2023-02-23T12:58:44.470000,9222,1140
13,4,2023-02-23T13:03:36.529000,9222,1140
11,16,2023-02-23T13:03:36.529000,9222,1140
12,20,2023-02-23T13:03:36.529000,9222,1140
15,21,2023-02-23T13:03:36.529000,9222,1140
17,31,2023-02-23T13:03:36.529000,9222,1140
16,44,2023-02-23T13:03:36.529000,9222,1140
14,77,2023-02-23T13:03:36.529000,9222,1140
17,2,2023-02-23T13:06:30.855000,9222,1140
18,31,2023-02-23T13:06:30.855000,9222,1140
14,4,2023-02-23T13:15:38.864000,9222,1140
13,20,2023-02-23T13:15:38.864000,9222,1140
16,21,2023-02-23T13:15:38.864000,9222,1140
12,44,2023-02-23T13:15:38.864000,9222,1140
15,77,2023-02-23T13:15:38.864000,9222,1140
15,4,2023-02-23T13:23:29.796000,9222,1140
14,20,2023-02-23T13:23:29.796000,9222,1140
13,44,2023-02-23T13:23:29.796000,9222,1140
12,77,2023-02-23T13:23:29.796000,9222,1140
15,2,2023-02-23T13:25:30.467000,9222,1140
16,4,2023-02-23T13:25:30.467000,9222,1140
17,21,2023-02-23T13:25:30.467000,9222,1140
10,10,2023-02-23T13:38:12.864000,9222,1140
6,16,2023-02-23T13:38:12.864000,9222,1140
9,22,2023-02-23T13:38:12.864000,9222,1140
7,27,2023-02-23T13:38:12.864000,9222,1140
8,34,2023-02-23T13:38:12.864000,9222,1140
11,81,2023-02-23T13:38:12.864000,9222,1140
11,10,2023-02-23T13:40:08.519000,9222,1140
7,16,2023-02-23T13:40:08.519000,9222,1140
10,22,2023-02-23T13:40:08.519000,9222,1140
8,27,2023-02-23T13:40:08.519000,9222,1140
9,34,2023-02-23T13:40:08.519000,9222,1140
5,44,2023-02-23T13:40:08.519000,9222,1140
6,63,2023-02-23T13:40:08.519000,9222,1140
13,77,2023-02-23T13:40:08.519000,9222,1140
12,81,2023-02-23T13:40:08.519000,9222,1140
16,2,2023-02-23T13:43:04.767000,9222,1140
17,4,2023-02-23T13:43:04.767000,9222,1140
14,14,2023-02-23T13:43:04.767000,9222,1140
15,20,2023-02-23T13:43:04.767000,9222,1140
18,21,2023-02-23T13:43:04.767000,9222,1140
19,31,2023-02-23T13:43:04.767000,9222,1140
12,10,2023-02-23T13:46:55.092000,9222,1140
11,14,2023-02-23T13:46:55.092000,9222,1140
14,77,2023-02-23T13:46:55.092000,9222,1140
13,81,2023-02-23T13:46:55.092000,9222,1140
17,2,2023-02-23T13:51:37.823000,9222,1140
18,4,2023-02-23T13:51:37.823000,9222,1140
16,21,2023-02-23T13:51:37.823000,9222,1140
5,14,2023-02-23T14:01:24.676000,9222,1140
8,16,2023-02-23T14:01:24.676000,9222,1140
11,22,2023-02-23T14:01:24.676000,9222,1140
9,27,2023-02-23T14:01:24.676000,9222,1140
10,34,2023-02-23T14:01:24.676000,9222,1140
6,44,2023-02-23T14:01:24.676000,9222,1140
7,63,2023-02-23T14:01:24.676000,9222,1140
6,14,2023-02-23T14:06:21.438000,9222,1140
4,23,2023-02-23T14:06:21.438000,9222,1140
5,24,2023-02-23T14:06:21.438000,9222,1140
3,44,2023-02-23T14:06:21.438000,9222,1140
13,10,2023-02-23T14:06:30.156000,9222,1140
12,22,2023-02-23T14:06:30.156000,9222,1140
11,34,2023-02-23T14:06:30.156000,9222,1140
10,77,2023-02-23T14:06:30.156000,9222,1140
14,81,2023-02-23T14:06:30.156000,9222,1140
16,2,2023-02-23T14:13:03.292000,9222,1140
17,21,2023-02-23T14:13:03.292000,9222,1140
7,16,2023-02-23T14:22:50.661000,9222,1140
8,63,2023-02-23T14:22:50.661000,9222,1140
17,2,2023-02-23T14:27:31.532000,9222,1140
14,10,2023-02-23T14:27:31.532000,9222,1140
16,20,2023-02-23T14:27:31.532000,9222,1140
13,21,2023-02-23T14:27:31.532000,9222,1140
15,81,2023-02-23T14:27:31.532000,9222,1140
16,2,2023-02-23T14:46:32.929000,9222,1140
17,20,2023-02-23T14:46:32.929000,9222,1140
19,4,2023-02-23T14:58:36.670000,9222,1140
18,31,2023-02-23T14:58:36.670000,9222,1140
9,2,2023-02-23T15:21:03.124000,9222,1140
15,10,2023-02-23T15:21:03.124000,9222,1140
14,21,2023-02-23T15:21:03.124000,9222,1140
13,22,2023-02-23T15:21:03.124000,9222,1140
10,27,2023-02-23T15:21:03.124000,9222,1140
12,34,2023-02-23T15:21:03.124000,9222,1140
11,77,2023-02-23T15:21:03.124000,9222,1140
16,81,2023-02-23T15:21:03.124000,9222,1140
18,20,2023-02-23T15:25:27.042000,9222,1140
16,31,2023-02-23T15:25:27.042000,9222,1140
17,81,2023-02-23T15:25:27.042000,9222,1140
10,2,2023-02-23T15:30:13.930000,9222,1140
8,4,2023-02-23T15:30:13.930000,9222,1140
16,10,2023-02-23T15:30:13.930000,9222,1140
19,20,2023-02-23T15:30:13.930000,9222,1140
15,21,2023-02-23T15:30:13.930000,9222,1140
14,22,2023-02-23T15:30:13.930000,9222,1140
11,27,2023-02-23T15:30:13.930000,9222,1140
17,31,2023-02-23T15:30:13.930000,9222,1140
13,34,2023-02-23T15:30:13.930000,9222,1140
9,63,2023-02-23T15:30:13.930000,9222,1140
12,77,2023-02-23T15:30:13.930000,9222,1140
18,81,2023-02-23T15:30:13.930000,9222,1140
13,21,2023-02-23T15:35:37.863000,9222,1140
15,22,2023-02-23T15:35:37.863000,9222,1140
14,34,2023-02-23T15:35:37.863000,9222,1140
2,14,2023-02-23T15:40:36.079000,9222,1140
5,23,2023-02-23T15:40:36.079000,9222,1140
6,24,2023-02-23T15:40:36.079000,9222,1140
4,44,2023-02-23T15:40:36.079000,9222,1140
3,55,2023-02-23T15:40:36.079000,9222,1140
4,16,2023-02-23T15:41:33.469000,9222,1140
6,23,2023-02-23T15:41:33.469000,9222,1140
7,24,2023-02-23T15:41:33.469000,9222,1140
5,44,2023-02-23T15:41:33.469000,9222,1140
5,4,2023-02-23T16:13:05.619000,9222,1140
7,23,2023-02-23T16:13:05.619000,9222,1140
8,24,2023-02-23T16:13:05.619000,9222,1140
6,44,2023-02-23T16:13:05.619000,9222,1140
1,1,2023-02-24T06:51:09.680000,7763,1140
2,2,2023-02-24T06:51:09.680000,7763,1140
3,4,2023-02-24T06:51:09.680000,7763,1140
4,10,2023-02-24T06:51:09.680000,7763,1140
5,11,2023-02-24T06:51:09.680000,7763,1140
6,14,2023-02-24T06:51:09.680000,7763,1140
7,16,2023-02-24T06:51:09.680000,7763,1140
8,20,2023-02-24T06:51:09.680000,7763,1140
9,21,2023-02-24T06:51:09.680000,7763,1140
10,22,2023-02-24T06:51:09.680000,7763,1140
11,24,2023-02-24T06:51:09.680000,7763,1140
12,27,2023-02-24T06:51:09.680000,7763,1140
13,31,2023-02-24T06:51:09.680000,7763,1140
14,44,2023-02-24T06:51:09.680000,7763,1140
15,55,2023-02-24T06:51:09.680000,7763,1140
16,63,2023-02-24T06:51:09.680000,7763,1140
17,81,2023-02-24T06:51:09.680000,7763,1140
2,1,2023-02-24T07:00:03.451000,7763,1140
3,2,2023-02-24T07:00:03.451000,7763,1140
4,4,2023-02-24T07:00:03.451000,7763,1140
5,10,2023-02-24T07:00:03.451000,7763,1140
6,11,2023-02-24T07:00:03.451000,7763,1140
1,14,2023-02-24T07:00:03.451000,7763,1140
3,1,2023-02-24T07:00:04.858000,7763,1140
4,2,2023-02-24T07:00:04.858000,7763,1140
5,4,2023-02-24T07:00:04.858000,7763,1140
6,10,2023-02-24T07:00:04.858000,7763,1140
7,11,2023-02-24T07:00:04.858000,7763,1140
8,16,2023-02-24T07:00:04.858000,7763,1140
9,20,2023-02-24T07:00:04.858000,7763,1140
10,21,2023-02-24T07:00:04.858000,7763,1140
11,22,2023-02-24T07:00:04.858000,7763,1140
2,24,2023-02-24T07:00:04.858000,7763,1140
4,1,2023-02-24T07:00:11.951000,7763,1140
5,2,2023-02-24T07:00:11.951000,7763,1140
3,4,2023-02-24T07:00:11.951000,7763,1140
5,1,2023-02-24T07:00:12.436000,7763,1140
6,2,2023-02-24T07:00:12.436000,7763,1140
7,10,2023-02-24T07:00:12.436000,7763,1140
8,11,2023-02-24T07:00:12.436000,7763,1140
9,16,2023-02-24T07:00:12.436000,7763,1140
10,20,2023-02-24T07:00:12.436000,7763,1140
11,21,2023-02-24T07:00:12.436000,7763,1140
12,22,2023-02-24T07:00:12.436000,7763,1140
13,27,2023-02-24T07:00:12.436000,7763,1140
14,31,2023-02-24T07:00:12.436000,7763,1140
15,44,2023-02-24T07:00:12.436000,7763,1140
4,55,2023-02-24T07:00:12.436000,7763,1140
6,1,2023-02-24T07:00:52.732000,7763,1140
7,2,2023-02-24T07:00:52.732000,7763,1140
8,10,2023-02-24T07:00:52.732000,7763,1140
9,11,2023-02-24T07:00:52.732000,7763,1140
10,16,2023-02-24T07:00:52.732000,7763,1140
11,20,2023-02-24T07:00:52.732000,7763,1140
12,21,2023-02-24T07:00:52.732000,7763,1140
5,22,2023-02-24T07:00:52.732000,7763,1140
7,1,2023-02-24T07:01:00.232000,7763,1140
8,2,2023-02-24T07:01:00.232000,7763,1140
9,10,2023-02-24T07:01:00.232000,7763,1140
10,11,2023-02-24T07:01:00.232000,7763,1140
11,16,2023-02-24T07:01:00.232000,7763,1140
6,20,2023-02-24T07:01:00.232000,7763,1140
8,1,2023-02-24T07:01:03.232000,7763,1140
9,2,2023-02-24T07:01:03.232000,7763,1140
10,10,2023-02-24T07:01:03.232000,7763,1140
11,11,2023-02-24T07:01:03.232000,7763,1140
12,16,2023-02-24T07:01:03.232000,7763,1140
13,21,2023-02-24T07:01:03.232000,7763,1140
14,27,2023-02-24T07:01:03.232000,7763,1140
7,31,2023-02-24T07:01:03.232000,7763,1140
9,1,2023-02-24T07:02:51.323000,7763,1140
10,2,2023-02-24T07:02:51.323000,7763,1140
11,10,2023-02-24T07:02:51.323000,7763,1140
8,11,2023-02-24T07:02:51.323000,7763,1140
10,1,2023-02-24T07:02:55.386000,7763,1140
9,2,2023-02-24T07:02:55.386000,7763,1140
4,4,2023-02-24T07:03:42.541000,7763,1140
2,14,2023-02-24T07:03:42.541000,7763,1140
3,24,2023-02-24T07:03:42.541000,7763,1140
1,55,2023-02-24T07:03:42.541000,7763,1140
5,4,2023-02-24T07:04:30.822000,7763,1140
3,14,2023-02-24T07:04:30.822000,7763,1140
2,22,2023-02-24T07:04:30.822000,7763,1140
4,24,2023-02-24T07:04:30.822000,7763,1140
6,4,2023-02-24T07:05:06.274000,7763,1140
4,14,2023-02-24T07:05:06.274000,7763,1140
7,20,2023-02-24T07:05:06.274000,7763,1140
3,22,2023-02-24T07:05:06.274000,7763,1140
5,24,2023-02-24T07:05:06.274000,7763,1140
2,31,2023-02-24T07:05:06.274000,7763,1140
7,4,2023-02-24T07:06:15.757000,7763,1140
2,11,2023-02-24T07:06:15.757000,7763,1140
5,14,2023-02-24T07:06:15.757000,7763,1140
8,20,2023-02-24T07:06:15.757000,7763,1140
4,22,2023-02-24T07:06:15.757000,7763,1140
6,24,2023-02-24T07:06:15.757000,7763,1140
3,31,2023-02-24T07:06:15.757000,7763,1140
3,11,2023-02-24T07:06:44.632000,7763,1140
2,31,2023-02-24T07:06:44.632000,7763,1140
11,1,2023-02-24T07:08:15.583000,7763,1140
12,10,2023-02-24T07:08:15.583000,7763,1140
13,16,2023-02-24T07:08:15.583000,7763,1140
14,21,2023-02-24T07:08:15.583000,7763,1140
15,27,2023-02-24T07:08:15.583000,7763,1140
10,44,2023-02-24T07:08:15.583000,7763,1140
10,2,2023-02-24T07:12:19.891000,7763,1140
8,4,2023-02-24T07:12:19.891000,7763,1140
4,11,2023-02-24T07:12:19.891000,7763,1140
6,14,2023-02-24T07:12:19.891000,7763,1140
9,20,2023-02-24T07:12:19.891000,7763,1140
5,22,2023-02-24T07:12:19.891000,7763,1140
7,24,2023-02-24T07:12:19.891000,7763,1140
3,31,2023-02-24T07:12:19.891000,7763,1140
2,44,2023-02-24T07:12:19.891000,7763,1140
9,4,2023-02-24T07:21:26.335000,7763,1140
5,11,2023-02-24T07:21:26.335000,7763,1140
7,14,2023-02-24T07:21:26.335000,7763,1140
1,20,2023-02-24T07:21:26.335000,7763,1140
6,22,2023-02-24T07:21:26.335000,7763,1140
8,24,2023-02-24T07:21:26.335000,7763,1140
4,31,2023-02-24T07:21:26.335000,7763,1140
3,44,2023-02-24T07:21:26.335000,7763,1140
2,55,2023-02-24T07:21:26.335000,7763,1140
6,11,2023-02-24T07:30:54.606000,7763,1140
2,14,2023-02-24T07:30:54.606000,7763,1140
7,22,2023-02-24T07:30:54.606000,7763,1140
5,31,2023-02-24T07:30:54.606000,7763,1140
4,44,2023-02-24T07:30:54.606000,7763,1140
3,55,2023-02-24T07:30:54.606000,7763,1140
3,44,2023-02-24T07:31:42.636000,7763,1140
4,55,2023-02-24T07:31:42.636000,7763,1140
3,14,2023-02-24T07:35:19.273000,7763,1140
4,44,2023-02-24T07:35:19.273000,7763,1140
