position,driver_number,date,session_key,meeting_key
7,27,2023-07-01T10:22:18.547000,9282,1213
4,31,2023-07-01T10:22:18.547000,9282,1213
9,55,2023-07-01T10:22:18.547000,9282,1213
7,11,2023-07-01T10:22:24.609000,9282,1213
9,16,2023-07-01T10:22:24.609000,9282,1213
4,18,2023-07-01T10:22:24.609000,9282,1213
6,20,2023-07-01T10:22:24.609000,9282,1213
8,27,2023-07-01T10:22:24.609000,9282,1213
5,31,2023-07-01T10:22:24.609000,9282,1213
10,55,2023-07-01T10:22:24.609000,9282,1213
10,16,2023-07-01T10:22:30.219000,9282,1213
9,21,2023-07-01T10:22:30.219000,9282,1213
11,55,2023-07-01T10:22:30.219000,9282,1213
9,10,2023-07-01T10:22:39.875000,9282,1213
11,16,2023-07-01T10:22:39.875000,9282,1213
10,21,2023-07-01T10:22:39.875000,9282,1213
12,55,2023-07-01T10:22:39.875000,9282,1213
10,10,2023-07-01T10:22:44.437000,9282,1213
12,16,2023-07-01T10:22:44.437000,9282,1213
11,21,2023-07-01T10:22:44.437000,9282,1213
9,22,2023-07-01T10:22:44.437000,9282,1213
14,23,2023-07-01T10:22:44.437000,9282,1213
13,55,2023-07-01T10:22:44.437000,9282,1213
11,10,2023-07-01T10:22:49.203000,9282,1213
13,16,2023-07-01T10:22:49.203000,9282,1213
12,21,2023-07-01T10:22:49.203000,9282,1213
10,22,2023-07-01T10:22:49.203000,9282,1213
8,23,2023-07-01T10:22:49.203000,9282,1213
9,27,2023-07-01T10:22:49.203000,9282,1213
14,55,2023-07-01T10:22:49.203000,9282,1213
4,4,2023-07-01T10:23:16.359000,9282,1213
12,10,2023-07-01T10:23:16.359000,9282,1213
8,11,2023-07-01T10:23:16.359000,9282,1213
3,14,2023-07-01T10:23:16.359000,9282,1213
14,16,2023-07-01T10:23:16.359000,9282,1213
5,18,2023-07-01T10:23:16.359000,9282,1213
7,20,2023-07-01T10:23:16.359000,9282,1213
13,21,2023-07-01T10:23:16.359000,9282,1213
11,22,2023-07-01T10:23:16.359000,9282,1213
9,23,2023-07-01T10:23:16.359000,9282,1213
10,27,2023-07-01T10:23:16.359000,9282,1213
6,31,2023-07-01T10:23:16.359000,9282,1213
2,55,2023-07-01T10:23:16.359000,9282,1213
13,10,2023-07-01T10:23:19.124000,9282,1213
9,16,2023-07-01T10:23:19.124000,9282,1213
14,21,2023-07-01T10:23:19.124000,9282,1213
12,22,2023-07-01T10:23:19.124000,9282,1213
10,23,2023-07-01T10:23:19.124000,9282,1213
11,27,2023-07-01T10:23:19.124000,9282,1213
9,11,2023-07-01T10:24:44.201000,9282,1213
10,16,2023-07-01T10:24:44.201000,9282,1213
8,20,2023-07-01T10:24:44.201000,9282,1213
11,23,2023-07-01T10:24:44.201000,9282,1213
7,27,2023-07-01T10:24:44.201000,9282,1213
5,4,2023-07-01T10:25:06.748000,9282,1213
2,11,2023-07-01T10:25:06.748000,9282,1213
4,14,2023-07-01T10:25:06.748000,9282,1213
6,18,2023-07-01T10:25:06.748000,9282,1213
9,20,2023-07-01T10:25:06.748000,9282,1213
8,27,2023-07-01T10:25:06.748000,9282,1213
7,31,2023-07-01T10:25:06.748000,9282,1213
3,55,2023-07-01T10:25:06.748000,9282,1213
14,10,2023-07-01T10:25:11.436000,9282,1213
11,21,2023-07-01T10:25:11.436000,9282,1213
13,22,2023-07-01T10:25:11.436000,9282,1213
12,23,2023-07-01T10:25:11.436000,9282,1213
11,16,2023-07-01T10:25:25.451000,9282,1213
12,21,2023-07-01T10:25:25.451000,9282,1213
10,22,2023-07-01T10:25:25.451000,9282,1213
13,23,2023-07-01T10:25:25.451000,9282,1213
12,16,2023-07-01T10:25:29.623000,9282,1213
10,20,2023-07-01T10:25:29.623000,9282,1213
13,21,2023-07-01T10:25:29.623000,9282,1213
11,22,2023-07-01T10:25:29.623000,9282,1213
9,23,2023-07-01T10:25:29.623000,9282,1213
6,4,2023-07-01T10:26:37.872000,9282,1213
3,11,2023-07-01T10:26:37.872000,9282,1213
5,14,2023-07-01T10:26:37.872000,9282,1213
7,18,2023-07-01T10:26:37.872000,9282,1213
2,20,2023-07-01T10:26:37.872000,9282,1213
10,23,2023-07-01T10:26:37.872000,9282,1213
9,27,2023-07-01T10:26:37.872000,9282,1213
8,31,2023-07-01T10:26:37.872000,9282,1213
4,55,2023-07-01T10:26:37.872000,9282,1213
2,1,2023-07-01T10:26:43.138000,9282,1213
7,4,2023-07-01T10:26:43.138000,9282,1213
4,11,2023-07-01T10:26:43.138000,9282,1213
6,14,2023-07-01T10:26:43.138000,9282,1213
8,18,2023-07-01T10:26:43.138000,9282,1213
3,20,2023-07-01T10:26:43.138000,9282,1213
1,31,2023-07-01T10:26:43.138000,9282,1213
5,55,2023-07-01T10:26:43.138000,9282,1213
13,10,2023-07-01T10:26:51.075000,9282,1213
14,21,2023-07-01T10:26:51.075000,9282,1213
3,1,2023-07-01T10:28:06.715000,9282,1213
5,11,2023-07-01T10:28:06.715000,9282,1213
4,20,2023-07-01T10:28:06.715000,9282,1213
2,31,2023-07-01T10:28:06.715000,9282,1213
1,55,2023-07-01T10:28:06.715000,9282,1213
11,16,2023-07-01T10:28:18.699000,9282,1213
12,22,2023-07-01T10:28:18.699000,9282,1213
8,4,2023-07-01T10:29:21.355000,9282,1213
6,11,2023-07-01T10:29:21.355000,9282,1213
7,14,2023-07-01T10:29:21.355000,9282,1213
4,16,2023-07-01T10:29:21.355000,9282,1213
9,18,2023-07-01T10:29:21.355000,9282,1213
5,20,2023-07-01T10:29:21.355000,9282,1213
11,23,2023-07-01T10:29:21.355000,9282,1213
10,27,2023-07-01T10:29:21.355000,9282,1213
5,4,2023-07-01T10:29:24.276000,9282,1213
7,11,2023-07-01T10:29:24.276000,9282,1213
8,14,2023-07-01T10:29:24.276000,9282,1213
6,20,2023-07-01T10:29:24.276000,9282,1213
8,11,2023-07-01T10:29:32.104000,9282,1213
7,14,2023-07-01T10:29:32.104000,9282,1213
1,1,2023-07-01T10:29:37.198000,9282,1213
3,31,2023-07-01T10:29:37.198000,9282,1213
2,55,2023-07-01T10:29:37.198000,9282,1213
12,10,2023-07-01T10:29:55.870000,9282,1213
13,22,2023-07-01T10:29:55.870000,9282,1213
6,4,2023-07-01T10:36:11.709000,9282,1213
2,11,2023-07-01T10:36:11.709000,9282,1213
8,14,2023-07-01T10:36:11.709000,9282,1213
5,16,2023-07-01T10:36:11.709000,9282,1213
7,20,2023-07-01T10:36:11.709000,9282,1213
4,31,2023-07-01T10:36:11.709000,9282,1213
3,55,2023-07-01T10:36:11.709000,9282,1213
3,11,2023-07-01T10:36:16.694000,9282,1213
2,31,2023-07-01T10:36:16.694000,9282,1213
4,55,2023-07-01T10:36:16.694000,9282,1213
3,4,2023-07-01T10:36:25.303000,9282,1213
4,11,2023-07-01T10:36:25.303000,9282,1213
6,16,2023-07-01T10:36:25.303000,9282,1213
5,55,2023-07-01T10:36:25.303000,9282,1213
4,4,2023-07-01T10:36:34.209000,9282,1213
5,11,2023-07-01T10:36:34.209000,9282,1213
3,31,2023-07-01T10:36:34.209000,9282,1213
2,55,2023-07-01T10:36:34.209000,9282,1213
6,11,2023-07-01T10:36:56.787000,9282,1213
5,14,2023-07-01T10:36:56.787000,9282,1213
7,16,2023-07-01T10:36:56.787000,9282,1213
8,20,2023-07-01T10:36:56.787000,9282,1213
8,16,2023-07-01T10:37:02.506000,9282,1213
7,18,2023-07-01T10:37:02.506000,9282,1213
9,20,2023-07-01T10:37:02.506000,9282,1213
7,11,2023-07-01T10:37:13.912000,9282,1213
6,14,2023-07-01T10:37:13.912000,9282,1213
9,16,2023-07-01T10:37:13.912000,9282,1213
8,18,2023-07-01T10:37:13.912000,9282,1213
5,20,2023-07-01T10:37:13.912000,9282,1213
10,16,2023-07-01T10:37:16.115000,9282,1213
9,27,2023-07-01T10:37:16.115000,9282,1213
5,4,2023-07-01T10:37:26.068000,9282,1213
2,11,2023-07-01T10:37:26.068000,9282,1213
7,14,2023-07-01T10:37:26.068000,9282,1213
6,20,2023-07-01T10:37:26.068000,9282,1213
4,31,2023-07-01T10:37:26.068000,9282,1213
3,55,2023-07-01T10:37:26.068000,9282,1213
3,11,2023-07-01T10:37:32.193000,9282,1213
2,31,2023-07-01T10:37:32.193000,9282,1213
4,55,2023-07-01T10:37:32.193000,9282,1213
3,4,2023-07-01T10:37:43.208000,9282,1213
4,11,2023-07-01T10:37:43.208000,9282,1213
5,55,2023-07-01T10:37:43.208000,9282,1213
4,4,2023-07-01T10:37:53.380000,9282,1213
5,11,2023-07-01T10:37:53.380000,9282,1213
3,31,2023-07-01T10:37:53.380000,9282,1213
2,55,2023-07-01T10:37:53.380000,9282,1213
6,11,2023-07-01T10:38:14.489000,9282,1213
5,14,2023-07-01T10:38:14.489000,9282,1213
7,20,2023-07-01T10:38:14.489000,9282,1213
7,18,2023-07-01T10:38:21.364000,9282,1213
8,20,2023-07-01T10:38:21.364000,9282,1213
5,4,2023-07-01T10:38:31.145000,9282,1213
2,11,2023-07-01T10:38:31.145000,9282,1213
6,14,2023-07-01T10:38:31.145000,9282,1213
4,31,2023-07-01T10:38:31.145000,9282,1213
3,55,2023-07-01T10:38:31.145000,9282,1213
9,20,2023-07-01T10:38:35.411000,9282,1213
8,27,2023-07-01T10:38:35.411000,9282,1213
3,31,2023-07-01T10:38:38.192000,9282,1213
4,55,2023-07-01T10:38:38.192000,9282,1213
2,4,2023-07-01T10:38:48.239000,9282,1213
3,11,2023-07-01T10:38:48.239000,9282,1213
4,31,2023-07-01T10:38:48.239000,9282,1213
5,55,2023-07-01T10:38:48.239000,9282,1213
7,14,2023-07-01T10:38:55.473000,9282,1213
8,18,2023-07-01T10:38:55.473000,9282,1213
6,20,2023-07-01T10:38:55.473000,9282,1213
9,27,2023-07-01T10:38:55.473000,9282,1213
5,31,2023-07-01T10:38:58.567000,9282,1213
4,55,2023-07-01T10:38:58.567000,9282,1213
5,14,2023-07-01T10:39:20.145000,9282,1213
7,20,2023-07-01T10:39:20.145000,9282,1213
6,31,2023-07-01T10:39:20.145000,9282,1213
7,18,2023-07-01T10:39:27.832000,9282,1213
8,20,2023-07-01T10:39:27.832000,9282,1213
6,14,2023-07-01T10:39:40.894000,9282,1213
8,18,2023-07-01T10:39:40.894000,9282,1213
9,20,2023-07-01T10:39:40.894000,9282,1213
5,27,2023-07-01T10:39:40.894000,9282,1213
7,31,2023-07-01T10:39:40.894000,9282,1213
9,18,2023-07-01T10:40:01.785000,9282,1213
8,20,2023-07-01T10:40:01.785000,9282,1213
7,14,2023-07-01T10:41:32.815000,9282,1213
5,16,2023-07-01T10:41:32.815000,9282,1213
10,18,2023-07-01T10:41:32.815000,9282,1213
9,20,2023-07-01T10:41:32.815000,9282,1213
6,27,2023-07-01T10:41:32.815000,9282,1213
8,31,2023-07-01T10:41:32.815000,9282,1213
5,14,2023-07-01T10:43:45.642000,9282,1213
6,16,2023-07-01T10:43:45.642000,9282,1213
7,27,2023-07-01T10:43:45.642000,9282,1213
8,27,2023-07-01T10:43:50.423000,9282,1213
7,31,2023-07-01T10:43:50.423000,9282,1213
7,18,2023-07-01T10:43:54.938000,9282,1213
10,20,2023-07-01T10:43:54.938000,9282,1213
9,27,2023-07-01T10:43:54.938000,9282,1213
8,31,2023-07-01T10:43:54.938000,9282,1213
6,14,2023-07-01T10:44:05.751000,9282,1213
7,16,2023-07-01T10:44:05.751000,9282,1213
8,18,2023-07-01T10:44:05.751000,9282,1213
4,27,2023-07-01T10:44:05.751000,9282,1213
9,31,2023-07-01T10:44:05.751000,9282,1213
5,55,2023-07-01T10:44:05.751000,9282,1213
3,4,2023-07-01T10:44:23.438000,9282,1213
2,11,2023-07-01T10:44:23.438000,9282,1213
7,14,2023-07-01T10:44:32.110000,9282,1213
6,16,2023-07-01T10:44:32.110000,9282,1213
1,1,2023-07-01T13:51:23.163000,9117,1213
20,2,2023-07-01T13:51:23.163000,9117,1213
3,4,2023-07-01T13:51:23.163000,9117,1213
12,10,2023-07-01T13:51:23.163000,9117,1213
2,11,2023-07-01T13:51:23.163000,9117,1213
6,14,2023-07-01T13:51:23.163000,9117,1213
9,16,2023-07-01T13:51:23.163000,9117,1213
7,18,2023-07-01T13:51:23.163000,9117,1213
10,20,2023-07-01T13:51:23.163000,9117,1213
14,21,2023-07-01T13:51:23.163000,9117,1213
13,22,2023-07-01T13:51:23.163000,9117,1213
11,23,2023-07-01T13:51:23.163000,9117,1213
16,24,2023-07-01T13:51:23.163000,9117,1213
4,27,2023-07-01T13:51:23.163000,9117,1213
8,31,2023-07-01T13:51:23.163000,9117,1213
18,44,2023-07-01T13:51:23.163000,9117,1213
5,55,2023-07-01T13:51:23.163000,9117,1213
15,63,2023-07-01T13:51:23.163000,9117,1213
19,77,2023-07-01T13:51:23.163000,9117,1213
17,81,2023-07-01T13:51:23.163000,9117,1213
2,1,2023-07-01T14:33:26.416000,9117,1213
1,11,2023-07-01T14:33:26.416000,9117,1213
10,16,2023-07-01T14:33:28.416000,9117,1213
11,20,2023-07-01T14:33:28.416000,9117,1213
8,23,2023-07-01T14:33:28.416000,9117,1213
9,31,2023-07-01T14:33:28.416000,9117,1213
13,10,2023-07-01T14:33:29.729000,9117,1213
12,20,2023-07-01T14:33:29.729000,9117,1213
15,21,2023-07-01T14:33:29.729000,9117,1213
14,22,2023-07-01T14:33:29.729000,9117,1213
11,63,2023-07-01T14:33:29.729000,9117,1213
14,10,2023-07-01T14:33:30.026000,9117,1213
16,21,2023-07-01T14:33:30.026000,9117,1213
15,22,2023-07-01T14:33:30.026000,9117,1213
17,24,2023-07-01T14:33:30.026000,9117,1213
13,44,2023-07-01T14:33:30.026000,9117,1213
18,81,2023-07-01T14:33:30.026000,9117,1213
15,10,2023-07-01T14:33:30.198000,9117,1213
14,22,2023-07-01T14:33:30.198000,9117,1213
18,24,2023-07-01T14:33:31.432000,9117,1213
17,81,2023-07-01T14:33:31.432000,9117,1213
19,2,2023-07-01T14:33:31.760000,9117,1213
20,77,2023-07-01T14:33:31.760000,9117,1213
1,1,2023-07-01T14:34:27.853000,9117,1213
2,11,2023-07-01T14:34:27.853000,9117,1213
4,4,2023-07-01T14:34:29.025000,9117,1213
3,11,2023-07-01T14:34:29.025000,9117,1213
2,27,2023-07-01T14:34:29.025000,9117,1213
5,4,2023-07-01T14:34:30.634000,9117,1213
4,55,2023-07-01T14:34:30.634000,9117,1213
6,4,2023-07-01T14:34:31.291000,9117,1213
7,14,2023-07-01T14:34:31.291000,9117,1213
5,18,2023-07-01T14:34:31.291000,9117,1213
7,4,2023-07-01T14:34:31.947000,9117,1213
6,14,2023-07-01T14:34:31.947000,9117,1213
8,4,2023-07-01T14:34:32.884000,9117,1213
7,23,2023-07-01T14:34:32.884000,9117,1213
9,4,2023-07-01T14:34:33.088000,9117,1213
8,31,2023-07-01T14:34:33.088000,9117,1213
10,4,2023-07-01T14:34:33.384000,9117,1213
9,16,2023-07-01T14:34:33.384000,9117,1213
11,20,2023-07-01T14:34:34.603000,9117,1213
12,63,2023-07-01T14:34:34.603000,9117,1213
18,2,2023-07-01T14:36:02.399000,9117,1213
19,24,2023-07-01T14:36:02.399000,9117,1213
12,20,2023-07-01T14:45:05.596000,9117,1213
11,63,2023-07-01T14:45:05.596000,9117,1213
13,20,2023-07-01T14:46:24.049000,9117,1213
12,44,2023-07-01T14:46:24.049000,9117,1213
2,11,2023-07-01T14:48:40.672000,9117,1213
3,27,2023-07-01T14:48:40.672000,9117,1213
4,27,2023-07-01T14:49:58.562000,9117,1213
3,55,2023-07-01T14:49:58.562000,9117,1213
17,21,2023-07-01T14:50:25.765000,9117,1213
16,81,2023-07-01T14:50:25.765000,9117,1213
17,2,2023-07-01T14:51:44.326000,9117,1213
18,21,2023-07-01T14:51:44.326000,9117,1213
9,4,2023-07-01T14:52:45.388000,9117,1213
10,16,2023-07-01T14:52:45.388000,9117,1213
11,44,2023-07-01T14:52:46.747000,9117,1213
12,63,2023-07-01T14:52:46.747000,9117,1213
12,20,2023-07-01T14:54:09.668000,9117,1213
13,63,2023-07-01T14:54:09.668000,9117,1213
13,22,2023-07-01T14:54:12.278000,9117,1213
14,63,2023-07-01T14:54:12.278000,9117,1213
14,10,2023-07-01T14:54:14.762000,9117,1213
15,63,2023-07-01T14:54:14.762000,9117,1213
15,2,2023-07-01T14:54:18.153000,9117,1213
16,63,2023-07-01T14:54:18.153000,9117,1213
17,81,2023-07-01T14:54:18.153000,9117,1213
17,63,2023-07-01T14:54:19.809000,9117,1213
16,81,2023-07-01T14:54:19.809000,9117,1213
17,21,2023-07-01T14:54:20.028000,9117,1213
18,63,2023-07-01T14:54:20.028000,9117,1213
18,24,2023-07-01T14:54:21.778000,9117,1213
19,63,2023-07-01T14:54:21.778000,9117,1213
20,63,2023-07-01T14:54:23.090000,9117,1213
19,77,2023-07-01T14:54:23.090000,9117,1213
4,18,2023-07-01T14:55:07.215000,9117,1213
5,27,2023-07-01T14:55:07.215000,9117,1213
5,14,2023-07-01T14:55:09.012000,9117,1213
6,27,2023-07-01T14:55:09.012000,9117,1213
13,20,2023-07-01T14:55:29.339000,9117,1213
12,22,2023-07-01T14:55:29.339000,9117,1213
18,21,2023-07-01T14:55:40.714000,9117,1213
19,24,2023-07-01T14:55:40.714000,9117,1213
16,77,2023-07-01T14:55:40.714000,9117,1213
17,81,2023-07-01T14:55:40.714000,9117,1213
17,21,2023-07-01T14:55:41.730000,9117,1213
18,81,2023-07-01T14:55:41.730000,9117,1213
18,24,2023-07-01T14:55:43.636000,9117,1213
19,81,2023-07-01T14:55:43.636000,9117,1213
19,63,2023-07-01T14:55:44.855000,9117,1213
20,81,2023-07-01T14:55:44.855000,9117,1213
8,23,2023-07-01T14:56:32.807000,9117,1213
7,27,2023-07-01T14:56:32.807000,9117,1213
6,31,2023-07-01T14:56:32.807000,9117,1213
7,4,2023-07-01T14:56:33.354000,9117,1213
9,23,2023-07-01T14:56:33.354000,9117,1213
8,27,2023-07-01T14:56:33.354000,9117,1213
8,23,2023-07-01T14:56:35.761000,9117,1213
9,27,2023-07-01T14:56:35.761000,9117,1213
9,16,2023-07-01T14:56:38.401000,9117,1213
10,27,2023-07-01T14:56:38.401000,9117,1213
10,10,2023-07-01T14:56:47.995000,9117,1213
14,20,2023-07-01T14:56:47.995000,9117,1213
13,22,2023-07-01T14:56:47.995000,9117,1213
11,27,2023-07-01T14:56:47.995000,9117,1213
12,44,2023-07-01T14:56:47.995000,9117,1213
11,22,2023-07-01T14:56:49.448000,9117,1213
12,27,2023-07-01T14:56:49.448000,9117,1213
13,44,2023-07-01T14:56:49.448000,9117,1213
16,2,2023-07-01T14:56:58.010000,9117,1213
15,20,2023-07-01T14:56:58.010000,9117,1213
14,44,2023-07-01T14:56:58.010000,9117,1213
13,77,2023-07-01T14:56:58.010000,9117,1213
17,2,2023-07-01T14:56:58.120000,9117,1213
16,20,2023-07-01T14:56:58.120000,9117,1213
18,21,2023-07-01T14:56:58.120000,9117,1213
19,24,2023-07-01T14:56:58.120000,9117,1213
15,44,2023-07-01T14:56:58.120000,9117,1213
14,63,2023-07-01T14:56:58.120000,9117,1213
18,2,2023-07-01T14:57:08.526000,9117,1213
17,20,2023-07-01T14:57:08.526000,9117,1213
19,21,2023-07-01T14:57:08.526000,9117,1213
20,24,2023-07-01T14:57:08.526000,9117,1213
16,81,2023-07-01T14:57:08.526000,9117,1213
8,10,2023-07-01T14:58:04.041000,9117,1213
10,16,2023-07-01T14:58:04.041000,9117,1213
9,23,2023-07-01T14:58:04.041000,9117,1213
11,16,2023-07-01T14:58:04.244000,9117,1213
12,22,2023-07-01T14:58:04.244000,9117,1213
10,23,2023-07-01T14:58:04.244000,9117,1213
9,27,2023-07-01T14:58:04.244000,9117,1213
12,16,2023-07-01T14:58:10.260000,9117,1213
13,22,2023-07-01T14:58:10.260000,9117,1213
11,23,2023-07-01T14:58:10.260000,9117,1213
10,63,2023-07-01T14:58:10.260000,9117,1213
14,77,2023-07-01T14:58:10.260000,9117,1213
13,16,2023-07-01T14:58:15.385000,9117,1213
14,22,2023-07-01T14:58:15.385000,9117,1213
12,23,2023-07-01T14:58:15.385000,9117,1213
11,77,2023-07-01T14:58:15.385000,9117,1213
14,16,2023-07-01T14:58:16.947000,9117,1213
15,22,2023-07-01T14:58:16.947000,9117,1213
13,44,2023-07-01T14:58:16.947000,9117,1213
16,22,2023-07-01T14:58:20.759000,9117,1213
15,81,2023-07-01T14:58:20.759000,9117,1213
16,20,2023-07-01T14:58:26.291000,9117,1213
17,22,2023-07-01T14:58:26.291000,9117,1213
9,10,2023-07-01T14:59:16.353000,9117,1213
8,27,2023-07-01T14:59:16.353000,9117,1213
11,23,2023-07-01T14:59:31.618000,9117,1213
12,77,2023-07-01T14:59:31.618000,9117,1213
12,44,2023-07-01T14:59:31.962000,9117,1213
13,77,2023-07-01T14:59:31.962000,9117,1213
13,16,2023-07-01T14:59:33.024000,9117,1213
14,77,2023-07-01T14:59:33.024000,9117,1213
15,77,2023-07-01T14:59:34.930000,9117,1213
14,81,2023-07-01T14:59:34.930000,9117,1213
10,10,2023-07-01T15:00:32.399000,9117,1213
9,63,2023-07-01T15:00:32.399000,9117,1213
12,23,2023-07-01T15:00:43.633000,9117,1213
11,44,2023-07-01T15:00:43.633000,9117,1213
15,20,2023-07-01T15:00:52.867000,9117,1213
16,77,2023-07-01T15:00:52.867000,9117,1213
14,16,2023-07-01T15:01:56.898000,9117,1213
13,23,2023-07-01T15:01:56.898000,9117,1213
12,81,2023-07-01T15:01:56.898000,9117,1213
8,4,2023-07-01T15:02:51.038000,9117,1213
7,27,2023-07-01T15:02:51.038000,9117,1213
11,10,2023-07-01T15:03:05.522000,9117,1213
10,44,2023-07-01T15:03:05.522000,9117,1213
12,10,2023-07-01T15:03:09.475000,9117,1213
11,81,2023-07-01T15:03:09.475000,9117,1213
13,10,2023-07-01T15:03:10.131000,9117,1213
12,16,2023-07-01T15:03:10.131000,9117,1213
14,23,2023-07-01T15:03:10.131000,9117,1213
16,22,2023-07-01T15:03:22.475000,9117,1213
17,77,2023-07-01T15:03:22.475000,9117,1213
17,2,2023-07-01T15:03:23.209000,9117,1213
18,77,2023-07-01T15:03:23.209000,9117,1213
18,21,2023-07-01T15:03:23.756000,9117,1213
19,77,2023-07-01T15:03:23.756000,9117,1213
6,27,2023-07-01T15:04:01.256000,9117,1213
7,31,2023-07-01T15:04:01.256000,9117,1213
9,4,2023-07-01T15:04:06.646000,9117,1213
8,63,2023-07-01T15:04:06.646000,9117,1213
14,10,2023-07-01T15:04:22.771000,9117,1213
13,23,2023-07-01T15:04:22.771000,9117,1213
15,10,2023-07-01T15:04:26.537000,9117,1213
14,20,2023-07-01T15:04:26.537000,9117,1213
18,2,2023-07-01T15:04:35.646000,9117,1213
17,21,2023-07-01T15:04:35.646000,9117,1213
19,24,2023-07-01T15:04:40.755000,9117,1213
20,77,2023-07-01T15:04:40.755000,9117,1213
1,1,2023-07-02T12:01:08.760000,9118,1213
18,2,2023-07-02T12:01:08.760000,9118,1213
4,4,2023-07-02T12:01:08.760000,9118,1213
9,10,2023-07-02T12:01:08.760000,9118,1213
15,11,2023-07-02T12:01:08.760000,9118,1213
7,14,2023-07-02T12:01:08.760000,9118,1213
2,16,2023-07-02T12:01:08.760000,9118,1213
6,18,2023-07-02T12:01:08.760000,9118,1213
19,20,2023-07-02T12:01:08.760000,9118,1213
20,21,2023-07-02T12:01:08.760000,9118,1213
16,22,2023-07-02T12:01:08.760000,9118,1213
10,23,2023-07-02T12:01:08.760000,9118,1213
17,24,2023-07-02T12:01:08.760000,9118,1213
8,27,2023-07-02T12:01:08.760000,9118,1213
12,31,2023-07-02T12:01:08.760000,9118,1213
5,44,2023-07-02T12:01:08.760000,9118,1213
3,55,2023-07-02T12:01:08.760000,9118,1213
11,63,2023-07-02T12:01:08.760000,9118,1213
14,77,2023-07-02T12:01:08.760000,9118,1213
13,81,2023-07-02T12:01:08.760000,9118,1213
5,4,2023-07-02T13:03:09.866000,9118,1213
4,44,2023-07-02T13:03:09.866000,9118,1213
6,14,2023-07-02T13:03:10.679000,9118,1213
7,18,2023-07-02T13:03:10.679000,9118,1213
8,18,2023-07-02T13:03:11.444000,9118,1213
7,27,2023-07-02T13:03:11.444000,9118,1213
10,10,2023-07-02T13:03:11.804000,9118,1213
9,23,2023-07-02T13:03:11.804000,9118,1213
13,11,2023-07-02T13:03:12.304000,9118,1213
15,77,2023-07-02T13:03:12.304000,9118,1213
14,81,2023-07-02T13:03:12.304000,9118,1213
15,22,2023-07-02T13:03:12.366000,9118,1213
16,77,2023-07-02T13:03:12.366000,9118,1213
16,2,2023-07-02T13:03:12.413000,9118,1213
18,24,2023-07-02T13:03:12.413000,9118,1213
17,77,2023-07-02T13:03:12.413000,9118,1213
17,24,2023-07-02T13:03:12.554000,9118,1213
18,77,2023-07-02T13:03:12.554000,9118,1213
20,20,2023-07-02T13:03:17.335000,9118,1213
19,21,2023-07-02T13:03:17.335000,9118,1213
17,2,2023-07-02T13:04:19.787000,9118,1213
11,10,2023-07-02T13:04:19.787000,9118,1213
14,11,2023-07-02T13:04:19.787000,9118,1213
9,18,2023-07-02T13:04:19.787000,9118,1213
8,20,2023-07-02T13:04:19.787000,9118,1213
20,21,2023-07-02T13:04:19.787000,9118,1213
16,22,2023-07-02T13:04:19.787000,9118,1213
10,23,2023-07-02T13:04:19.787000,9118,1213
18,24,2023-07-02T13:04:19.787000,9118,1213
13,31,2023-07-02T13:04:19.787000,9118,1213
12,63,2023-07-02T13:04:19.787000,9118,1213
19,77,2023-07-02T13:04:19.787000,9118,1213
15,81,2023-07-02T13:04:19.787000,9118,1213
10,10,2023-07-02T13:04:20.849000,9118,1213
11,23,2023-07-02T13:04:20.849000,9118,1213
18,2,2023-07-02T13:04:26.865000,9118,1213
17,22,2023-07-02T13:04:26.865000,9118,1213
15,24,2023-07-02T13:04:26.865000,9118,1213
16,81,2023-07-02T13:04:26.865000,9118,1213
17,2,2023-07-02T13:04:29.256000,9118,1213
18,22,2023-07-02T13:04:29.256000,9118,1213
19,22,2023-07-02T13:04:30.490000,9118,1213
18,77,2023-07-02T13:04:30.490000,9118,1213
19,21,2023-07-02T13:04:32.162000,9118,1213
20,22,2023-07-02T13:04:32.162000,9118,1213
8,18,2023-07-02T13:06:15.222000,9118,1213
9,20,2023-07-02T13:06:15.222000,9118,1213
9,10,2023-07-02T13:06:16.535000,9118,1213
10,20,2023-07-02T13:06:16.535000,9118,1213
11,20,2023-07-02T13:06:18.160000,9118,1213
10,23,2023-07-02T13:06:18.160000,9118,1213
12,20,2023-07-02T13:06:22.347000,9118,1213
11,63,2023-07-02T13:06:22.347000,9118,1213
13,20,2023-07-02T13:06:23.550000,9118,1213
12,31,2023-07-02T13:06:23.550000,9118,1213
13,11,2023-07-02T13:06:25.332000,9118,1213
14,20,2023-07-02T13:06:25.332000,9118,1213
15,20,2023-07-02T13:06:26.675000,9118,1213
14,24,2023-07-02T13:06:26.675000,9118,1213
16,20,2023-07-02T13:06:27.566000,9118,1213
15,81,2023-07-02T13:06:27.566000,9118,1213
16,2,2023-07-02T13:06:29.082000,9118,1213
17,20,2023-07-02T13:06:29.082000,9118,1213
18,20,2023-07-02T13:06:31.160000,9118,1213
17,77,2023-07-02T13:06:31.160000,9118,1213
19,20,2023-07-02T13:06:32.253000,9118,1213
18,21,2023-07-02T13:06:32.253000,9118,1213
20,20,2023-07-02T13:08:13.580000,9118,1213
19,22,2023-07-02T13:08:13.580000,9118,1213
19,21,2023-07-02T13:09:25.875000,9118,1213
17,22,2023-07-02T13:09:25.875000,9118,1213
18,77,2023-07-02T13:09:25.875000,9118,1213
