date,category,flag,scope,message,session_key,meeting_key,driver_number,lap_number,sector
2023-04-28T10:09:33,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,9063,1207,,,9.0
2023-04-28T10:09:34,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,9063,1207,,,8.0
2023-04-28T10:09:42,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,9063,1207,,,9.0
2023-04-28T10:09:42,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,9063,1207,,,9.0
2023-04-28T10:09:45,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,9063,1207,,,8.0
2023-04-28T10:10:10,CarEvent,,,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 7,9063,1207,16.0,,
2023-04-28T10:20:39,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 3,9063,1207,,,3.0
2023-04-28T10:20:40,Other,,,DRS ENABLED IN ZONE 1,9063,1207,,,
2023-04-28T10:20:40,Other,,,DRS DISABLED IN ZONE 1,9063,1207,,,
2023-04-28T10:20:40,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,9063,1207,,,3.0
2023-04-28T10:20:40,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,9063,1207,,,3.0
2023-04-28T10:20:43,Other,,,DRS DISABLED IN ZONE 1,9063,1207,,,
2023-04-28T10:20:49,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,9063,1207,,,2.0
2023-04-28T10:20:50,Other,,,DRS DISABLED IN ZONE 2,9063,1207,,,
2023-04-28T10:20:55,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,9063,1207,,,3.0
2023-04-28T10:20:55,Other,,,DRS ENABLED IN ZONE 1,9063,1207,,,
2023-04-28T10:20:57,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9063,1207,,,2.0
2023-04-28T10:20:57,Other,,,DRS ENABLED IN ZONE 2,9063,1207,,,
2023-04-28T10:21:09,CarEvent,,,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 2,9063,1207,16.0,,
2023-04-28T10:22:36,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 10,9063,1207,,,10.0
2023-04-28T10:22:50,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,9063,1207,,,10.0
2023-04-28T10:22:54,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 10,9063,1207,,,
2023-04-28T10:25:17,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,9063,1207,,,10.0
2023-04-28T10:30:01,Flag,CHEQUERED,Track,CHEQUERED FLAG,9063,1207,,,
2023-04-28T10:30:21,Other,,,FIRST CAR TO TAKE THE FLAG - CAR 21 (DEV),9063,1207,,,
2023-04-28T10:31:55,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,9063,1207,,,16.0
2023-04-28T10:32:00,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,9063,1207,,,15.0
2023-04-28T10:32:05,SafetyCar,,,VIRTUAL SAFETY CAR DEPLOYED,9063,1207,,,
2023-04-28T10:38:08,Flag,CLEAR,Track,TRACK CLEAR,9063,1207,,,
2023-04-28T10:38:09,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,9063,1207,,,15.0
2023-04-28T10:38:09,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,9063,1207,,,16.0
2023-04-28T10:45:07,Other,,,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%,9063,1207,,,
2023-04-28T12:56:17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 8,9064,1207,,,8.0
2023-04-28T12:56:21,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 7,9064,1207,,,7.0
2023-04-28T12:56:26,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,9064,1207,,,8.0
2023-04-28T12:56:28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,9064,1207,,,7.0
2023-04-28T12:56:44,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,9064,1207,,,15.0
2023-04-28T12:56:53,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,9064,1207,,,15.0
2023-04-28T12:57:22,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 8,9064,1207,,,8.0
2023-04-28T12:57:26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 7,9064,1207,,,7.0
2023-04-28T12:57:37,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,9064,1207,,,8.0
2023-04-28T12:57:38,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,9064,1207,,,7.0
2023-04-28T13:00:01,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9064,1207,,,
2023-04-28T13:02:37,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,9064,1207,,,2.0
2023-04-28T13:02:38,Other,,,DRS DISABLED IN ZONE 2,9064,1207,,,
2023-04-28T13:02:45,Other,,,DRS ENABLED IN ZONE 2,9064,1207,,,
2023-04-28T13:02:45,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9064,1207,,,2.0
2023-04-28T13:03:02,CarEvent,,,CAR 24 (ZHO) OFF TRACK AND CONTINUED AT TURN 1,9064,1207,24.0,,
2023-04-28T13:04:58,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 12,9064,1207,,,12.0
2023-04-28T13:05:03,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 12,9064,1207,,,12.0
2023-04-28T13:07:26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,9064,1207,,,5.0
2023-04-28T13:07:27,Other,,,DRS DISABLED IN ZONE 1,9064,1207,,,
2023-04-28T13:07:28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,9064,1207,,,5.0
2023-04-28T13:07:46,Flag,RED,Track,RED FLAG,9064,1207,,,
2023-04-28T13:07:47,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,9064,1207,,,5.0
2023-04-28T13:15:55,Other,,,INCIDENT INVOLVING CAR 1 (VER) NOTED - RELEASED IN AN UNSAFE CONDITION ,9064,1207,,,
2023-04-28T13:17:38,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 1 (VER) REVIEWED NO FURTHER INVESTIGATION - RELEASED IN AN UNSAFE CONDITION ,9064,1207,,,
2023-04-28T13:20:29,Other,,,SESSION WILL RESUME AT 17:24,9064,1207,,,
2023-04-28T13:20:54,Flag,CLEAR,Track,TRACK CLEAR,9064,1207,,,
2023-04-28T13:20:56,Drs,,,DRS ENABLED,9064,1207,,,
2023-04-28T13:24:01,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9064,1207,,,
2023-04-28T13:26:40,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,9064,1207,,,5.0
2023-04-28T13:26:41,Other,,,DRS DISABLED IN ZONE 1,9064,1207,,,
2023-04-28T13:26:41,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,9064,1207,,,5.0
2023-04-28T13:26:42,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,9064,1207,,,2.0
2023-04-28T13:26:43,Other,,,DRS DISABLED IN ZONE 2,9064,1207,,,
2023-04-28T13:26:46,Flag,RED,Track,RED FLAG,9064,1207,,,
2023-04-28T13:26:47,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9064,1207,,,2.0
2023-04-28T13:26:47,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,9064,1207,,,5.0
2023-04-28T13:33:52,Other,,,SESSION WILL RESUME AT 17:37,9064,1207,,,
2023-04-28T13:34:28,Flag,CLEAR,Track,TRACK CLEAR,9064,1207,,,
2023-04-28T13:34:30,Drs,,,DRS ENABLED,9064,1207,,,
2023-04-28T13:37:01,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9064,1207,,,
2023-04-28T13:37:08,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 6,9064,1207,,,6.0
2023-04-28T13:37:15,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,9064,1207,,,6.0
2023-04-28T13:44:33,Flag,CHEQUERED,Track,CHEQUERED FLAG,9064,1207,,,
2023-04-28T13:44:49,Other,,,FIRST CAR TO TAKE THE FLAG - CAR 23 (ALB),9064,1207,,,
2023-04-28T13:46:05,Other,,,Q2 WILL START AT 17:52,9064,1207,,,
2023-04-28T13:52:01,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9064,1207,,,
2023-04-28T14:03:55,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,9064,1207,,,5.0
2023-04-28T14:03:56,Other,,,DRS DISABLED IN ZONE 1,9064,1207,,,
2023-04-28T14:04:16,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,9064,1207,,,5.0
2023-04-28T14:04:16,Other,,,DRS ENABLED IN ZONE 1,9064,1207,,,
2023-04-28T14:04:55,CarEvent,,,CAR 55 (SAI) OFF TRACK AND CONTINUED AT TURN 3,9064,1207,55.0,,
2023-04-28T14:06:34,Other,,,TURN 3 INCIDENT INVOLVING CAR 55 (SAI) NOTED ,9064,1207,,,
2023-04-28T14:07:01,Flag,CHEQUERED,Track,CHEQUERED FLAG,9064,1207,,,
2023-04-28T14:07:31,Other,,,FIRST CAR TO TAKE THE FLAG - CAR 4 (NOR),9064,1207,,,
2023-04-28T14:08:55,Other,,,CAR 77 (BOT) TIME 2:06.656 DELETED - TRACK LIMITS AT TURN 3 LAP 18 18:04:13,9064,1207,,,
2023-04-28T14:09:51,Other,,,Q3 WILL START AT 18:15,9064,1207,,,
2023-04-28T14:15:01,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9064,1207,,,
2023-04-28T14:27:01,Flag,CHEQUERED,Track,CHEQUERED FLAG,9064,1207,,,
2023-04-28T14:27:13,Other,,,FIRST CAR TO TAKE THE FLAG - CAR 22 (TSU),9064,1207,,,
2023-04-28T14:28:10,Other,,,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CAR 55 (SAI) REVIEWED NO FURTHER INVESTIGATION ,9064,1207,,,
2023-04-29T08:15:09,Other,,,RISK OF RAIN FOR F1 SPRINT SHOOTOUT IS 0%,9278,1207,,,
2023-04-29T08:22:17,Other,,,PINK HEAD PADDING MATERIAL MUST BE USED,9278,1207,,,
2023-04-29T08:30:01,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9278,1207,,,
2023-04-29T08:33:06,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,9278,1207,,,5.0
2023-04-29T08:33:07,Other,,,DRS DISABLED IN ZONE 1,9278,1207,,,
2023-04-29T08:33:26,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,9278,1207,,,5.0
2023-04-29T08:33:46,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,9278,1207,,,5.0
2023-04-29T08:33:46,Other,,,DRS ENABLED IN ZONE 1,9278,1207,,,
2023-04-29T08:35:09,Other,,,CAR 14 (ALO) TIME 1:58.103 DELETED - DOUBLE YELLOW AT TURN 3,9278,1207,,,
2023-04-29T08:35:09,Other,,,CAR 18 (STR) TIME 1:58.718 DELETED - DOUBLE YELLOW AT TURN 3,9278,1207,,,
2023-04-29T08:35:18,Other,,,CAR 31 (OCO) TIME 1:56.915 DELETED - DOUBLE YELLOW AT TURN 3,9278,1207,,,
2023-04-29T08:35:19,Other,,,CAR 77 (BOT) TIME 1:58.160 DELETED - DOUBLE YELLOW AT TURN 3,9278,1207,,,
2023-04-29T08:36:55,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,9278,1207,,,5.0
2023-04-29T08:36:56,Other,,,DRS DISABLED IN ZONE 1,9278,1207,,,
2023-04-29T08:37:10,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,9278,1207,,,5.0
2023-04-29T08:37:25,Other,,,DRS ENABLED IN ZONE 1,9278,1207,,,
2023-04-29T08:37:25,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,9278,1207,,,5.0
2023-04-29T08:38:57,Other,,,CAR 14 (ALO) TIME 2:09.711 DELETED - DOUBLE YELLOW AT TURN 3,9278,1207,,,
2023-04-29T08:39:23,Other,,,CAR 18 (STR) TIME 2:26.490 DELETED - DOUBLE YELLOW AT TURN 3,9278,1207,,,
2023-04-29T08:41:36,Flag,RED,Track,RED FLAG,9278,1207,,,
2023-04-29T08:42:02,Other,,,SQ1 WILL NOT BE RESUMED,9278,1207,,,
2023-04-29T08:44:40,Flag,CLEAR,Track,TRACK CLEAR,9278,1207,,,
2023-04-29T08:44:42,Drs,,,DRS ENABLED,9278,1207,,,
2023-04-29T08:44:50,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,9278,1207,,,16.0
2023-04-29T08:45:34,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,9278,1207,,,15.0
2023-04-29T08:47:21,Other,,,START OF SQ2 WILL BE DELAYED,9278,1207,,,
2023-04-29T08:49:33,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,9278,1207,,,15.0
2023-04-29T08:49:35,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,9278,1207,,,15.0
2023-04-29T08:49:36,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,9278,1207,,,16.0
2023-04-29T08:49:37,Other,,,SQ2 WILL START AT 12:53,9278,1207,,,
2023-04-29T08:53:01,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9278,1207,,,
2023-04-29T08:56:13,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,9278,1207,,,9.0
2023-04-29T08:56:43,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,9278,1207,,,9.0
2023-04-29T09:00:21,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,9278,1207,,,6.0
2023-04-29T09:00:28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,9278,1207,,,6.0
2023-04-29T09:01:43,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,9278,1207,,,15.0
2023-04-29T09:01:56,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,9278,1207,,,15.0
2023-04-29T09:02:01,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 14,9278,1207,,,14.0
2023-04-29T09:02:02,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,9278,1207,,,15.0
2023-04-29T09:02:04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,9278,1207,,,14.0
2023-04-29T09:03:01,Flag,CHEQUERED,Track,CHEQUERED FLAG,9278,1207,,,
2023-04-29T09:03:30,Other,,,FIRST CAR TO TAKE THE FLAG - CAR 44 (HAM),9278,1207,,,
2023-04-29T09:06:53,Other,,,SQ3 WILL START AT 13:10,9278,1207,,,
2023-04-29T09:10:01,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9278,1207,,,
2023-04-29T09:18:01,Flag,CHEQUERED,Track,CHEQUERED FLAG,9278,1207,,,
2023-04-29T09:18:09,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:18:11,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:18:29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:18:34,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:18:35,Other,,,FIRST CAR TO TAKE THE FLAG - CAR 11 (PER),9278,1207,,,
2023-04-29T09:18:36,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:18:36,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 7,9278,1207,,,
2023-04-29T09:25:00,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:25:01,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:27:19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:27:34,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 7,9278,1207,,,7.0
2023-04-29T09:29:26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,9278,1207,,,16.0
2023-04-29T09:29:34,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,9278,1207,,,16.0
2023-04-29T13:00:00,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9069,1207,,1.0,
2023-04-29T13:05:00,Other,,,PIT EXIT CLOSED,9069,1207,,1.0,
2023-04-29T13:15:11,Other,,,RISK OF RAIN FOR F1 SPRINT IS 0%,9069,1207,,1.0,
2023-04-29T13:18:19,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,9069,1207,,1.0,2.0
2023-04-29T13:18:20,Other,,,DRS DISABLED IN ZONE 2,9069,1207,,1.0,
2023-04-29T13:18:40,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9069,1207,,1.0,2.0
2023-04-29T13:18:40,Other,,,DRS ENABLED IN ZONE 2,9069,1207,,1.0,
2023-04-29T13:19:51,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,9069,1207,,1.0,2.0
2023-04-29T13:19:52,Other,,,DRS DISABLED IN ZONE 2,9069,1207,,1.0,
2023-04-29T13:21:04,Other,,,DRS ENABLED IN ZONE 2,9069,1207,,1.0,
2023-04-29T13:21:04,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9069,1207,,1.0,2.0
2023-04-29T13:22:24,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,9069,1207,,1.0,2.0
2023-04-29T13:22:25,Other,,,DRS DISABLED IN ZONE 2,9069,1207,,1.0,
2023-04-29T13:22:57,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9069,1207,,1.0,2.0
2023-04-29T13:22:57,Other,,,DRS ENABLED IN ZONE 2,9069,1207,,1.0,
2023-04-29T13:27:05,Drs,,,DRS DISABLED,9069,1207,,1.0,
2023-04-29T13:33:59,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9069,1207,,1.0,
2023-04-29T13:35:26,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 6,9069,1207,,1.0,
2023-04-29T13:35:39,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,9069,1207,,1.0,15.0
2023-04-29T13:35:43,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,9069,1207,,1.0,15.0
2023-04-29T13:35:43,Drs,,,DRS ENABLED,9069,1207,,1.0,
2023-04-29T13:35:45,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 14,9069,1207,,1.0,14.0
2023-04-29T13:35:45,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,9069,1207,,1.0,15.0
2023-04-29T13:35:47,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,9069,1207,,1.0,15.0
2023-04-29T13:35:48,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,9069,1207,,2.0,14.0
2023-04-29T13:35:50,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 14,9069,1207,,2.0,14.0
2023-04-29T13:35:51,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 6,9069,1207,,2.0,6.0
2023-04-29T13:35:53,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 13,9069,1207,,2.0,13.0
2023-04-29T13:35:59,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,9069,1207,,2.0,16.0
2023-04-29T13:36:03,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,9069,1207,,2.0,13.0
2023-04-29T13:36:04,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 13,9069,1207,,2.0,
2023-04-29T13:36:14,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,9069,1207,,2.0,6.0
2023-04-29T13:36:17,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 6,9069,1207,,2.0,
2023-04-29T13:36:53,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,9069,1207,,2.0,6.0
2023-04-29T13:36:53,SafetyCar,,,VIRTUAL SAFETY CAR DEPLOYED,9069,1207,,2.0,
2023-04-29T13:36:53,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,9069,1207,,2.0,13.0
2023-04-29T13:39:57,Other,,,INCIDENT INVOLVING CAR 22 (TSU) NOTED - RELEASED IN UNSAFE CONDITION,9069,1207,,3.0,
2023-04-29T13:40:06,SafetyCar,,,SAFETY CAR DEPLOYED,9069,1207,,3.0,
2023-04-29T13:41:40,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 12,9069,1207,,4.0,12.0
2023-04-29T13:41:49,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 22 (TSU) WILL BE INVESTIGATED AFTER THE RACE - RELEASED IN UNSAFE CONDITION,9069,1207,,4.0,
2023-04-29T13:42:50,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 12,9069,1207,,4.0,12.0
2023-04-29T13:42:58,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,9069,1207,,4.0,14.0
2023-04-29T13:43:09,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,9069,1207,,4.0,15.0
2023-04-29T13:43:13,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,9069,1207,,4.0,16.0
2023-04-29T13:43:50,SafetyCar,,,SAFETY CAR IN THIS LAP,9069,1207,,5.0,
2023-04-29T13:45:43,Flag,CLEAR,Track,TRACK CLEAR,9069,1207,,5.0,
2023-04-29T13:48:05,Drs,,,DRS ENABLED,9069,1207,,6.0,
2023-04-29T14:07:15,Flag,CHEQUERED,Track,CHEQUERED FLAG,9069,1207,,17.0,
2023-04-30T10:01:11,Other,,,PINK HEAD PADDING MATERIAL MUST BE USED,9070,1207,,1.0,
2023-04-30T10:10:00,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9070,1207,,1.0,
2023-04-30T10:12:24,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,9070,1207,,1.0,6.0
2023-04-30T10:13:08,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,9070,1207,,1.0,6.0
2023-04-30T10:14:17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,9070,1207,,1.0,2.0
2023-04-30T10:14:18,Other,,,DRS DISABLED IN ZONE 2,9070,1207,,1.0,
2023-04-30T10:14:31,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9070,1207,,1.0,2.0
2023-04-30T10:14:31,Other,,,DRS ENABLED IN ZONE 2,9070,1207,,1.0,
2023-04-30T10:20:01,Other,,,PIT EXIT CLOSED,9070,1207,,1.0,
2023-04-30T10:45:09,Other,,,RISK OF RAIN FOR F1 RACE IS 20 %,9070,1207,,1.0,
2023-04-30T10:57:15,Drs,,,DRS DISABLED,9070,1207,,1.0,
2023-04-30T11:04:04,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,9070,1207,,1.0,
2023-04-30T11:04:37,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3,9070,1207,,1.0,
2023-04-30T11:05:07,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 3,9070,1207,,1.0,3.0
2023-04-30T11:05:15,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,9070,1207,,1.0,2.0
2023-04-30T11:05:22,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,9070,1207,,1.0,3.0
2023-04-30T11:05:23,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9070,1207,,1.0,2.0
2023-04-30T11:05:23,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 3,9070,1207,,1.0,3.0
2023-04-30T11:07:37,Drs,,,DRS ENABLED,9070,1207,,2.0,
2023-04-30T11:11:59,Other,,,LAP 1 TURN 2 INCIDENT NOTED - CAUSING A COLLISION,9070,1207,,5.0,
2023-04-30T11:12:59,Other,,,FIA STEWARDS: LAP 1 TURN 2 INCIDENT REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,9070,1207,,5.0,
2023-04-30T11:21:02,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,9070,1207,,10.0,5.0
2023-04-30T11:21:04,Other,,,DRS DISABLED IN ZONE 1,9070,1207,,10.0,
2023-04-30T11:21:10,Other,,,DRS ENABLED IN ZONE 1,9070,1207,,10.0,
2023-04-30T11:21:10,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,9070,1207,,10.0,5.0
2023-04-30T11:21:25,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 8,9070,1207,,10.0,8.0
2023-04-30T11:21:25,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,9070,1207,,10.0,8.0
2023-04-30T11:21:26,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 7,9070,1207,,10.0,7.0
2023-04-30T11:22:24,SafetyCar,,,SAFETY CAR DEPLOYED,9070,1207,,11.0,
2023-04-30T11:26:40,Other,,,RECOVERY VEHICLE ON TRACK AT TURN 6,9070,1207,,12.0,
2023-04-30T11:28:42,SafetyCar,,,SAFETY CAR IN THIS LAP,9070,1207,,13.0,
2023-04-30T11:29:44,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,9070,1207,,13.0,7.0
2023-04-30T11:29:44,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,9070,1207,,13.0,8.0
2023-04-30T11:29:44,Flag,CLEAR,Track,TRACK CLEAR,9070,1207,,13.0,
2023-04-30T11:32:37,Other,,,PIT LANE INCIDENT INVOLVING CAR 11 (PER) NOTED - UNSAFE RELEASE,9070,1207,,15.0,
2023-04-30T11:33:31,Drs,,,DRS ENABLED,9070,1207,,15.0,
2023-04-30T11:34:04,Other,,,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 11 (PER) REVIEWED NO FURTHER INVESTIGATION - UNSAFE RELEASE,9070,1207,,16.0,
2023-04-30T11:35:12,Other,,,PIT ENTRY INCIDENT INVOLVING CAR 63 (RUS) NOTED ,9070,1207,,16.0,
2023-04-30T11:35:45,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 2,9070,1207,,17.0,2.0
2023-04-30T11:35:46,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,9070,1207,,17.0,2.0
2023-04-30T11:36:09,Other,,,FIA STEWARDS: PIT ENTRY INCIDENT INVOLVING CAR 63 (RUS) REVIEWED NO FURTHER INVESTIGATION ,9070,1207,,17.0,
